CNES;NOMEUBS;STS;CRS;PERC_ESF;EAB;AREA_KM2;PERIMETRO_KM;POP_2010;DOM_PP_2010;DENS_DEMOG_HAB_P_KM2;DENS_DOMIC
2788608;UBS SANTA INES;SAO MIGUEL;LESTE;100;ESF_EXCLUSIVA;,895134622736;5,90167563151;17943;5059,51413187787;20045,0295902496;3,54638795985344
2787288;UBS JARDIM COIMBRA;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;1,12682735022;5,99473534896;22363;6796,50328207578;19845,9861625065;3,29036845446353
2766019;UBS PRIMEIRO DE OUTUBRO;GUAIANASES;LESTE;100;ESF_EXCLUSIVA;1,14256951153;6,05453245992;22554;6230,11765702441;19739,7180411354;3,62015635042952
5620341;UBS JARDIM MAGDALENA;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;,809178306322;6,03036584379;15822;4570,22257336658;19553,1687841664;3,46197581102598
7097778;UBS JARDIM RINCAO;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;,462625600416;3,16867239179;8603;2348,88503448978;18596,0309854536;3,66258879156626
2079070;UBS VILA CISPER;ERMELINO MATARAZZO;LESTE;100;ESF_EXCLUSIVA;1,39627151579;6,57015862127;25311;7566,25133561251;18127,563094832;3,34524969860138
5695813;UBS JARDIM MARACA;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;1,47251606633;6,42153055459;26274;8159,98932442038;17842,9292561021;3,21985715365704
2788705;UBS VILA APARECIDA;SANTO AMARO / CIDADE ADEMAR;SUL;100;ESF_EXCLUSIVA;,816791492295;5,09292736164;14570;4448,01150889213;17838,0898153843;3,27562102096021
2825767;UBS JARDIM SANTA MARGARIDA;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;,807619644744;4,60716141651;14369;4298,02582415153;17791,7910906621;3,34316278865928
2787318;UBS JARDIM COMERCIAL;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;1,96634565809;7,82623103381;34134;10282,0951179601;17359,1046210847;3,31975143279669
2786842;UBS CAMPO LIMPO;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;1,54769833295;6,5391696631;26383;7959,10365397862;17046,6036166832;3,3148205058005
9459065;UBS TRES PONTES;SAO MIGUEL;LESTE;100;ESF_EXCLUSIVA;,832694307439;4,79797717056;13786;3955,59574740545;16555,8955751717;3,48518930657727
4050045;UBS JARDIM SOARES;GUAIANASES;LESTE;100;ESF_EXCLUSIVA;2,04500030124;8,09723634742;33281;9739,29846250114;16274,3252310622;3,41718657952014
2788322;AMA/UBS INTEGRADA PARQUE FERNANDA;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;1,30804771543;7,31712777561;21287;6367,5753952969;16273,8711660853;3,34303069512496
2787563;UBS JARDIM LIDIA;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;1,47509547234;6,78606658206;23961;7373,1165215094;16243,694356942;3,24977910359876
4050207;UBS VILA NOVA CURUÇA;ITAIM PAULISTA;LESTE;100;ESF_EXCLUSIVA;1,53532416227;6,20587862742;24666;7230,28043049602;16065,662617809;3,41148593572709
4049810;UBS VILA DAS BELEZAS - ALBERTO AMBROSIO;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;1,6262833241;6,55916631765;25817;8273,60506660016;15874,8476464194;3,12040516705602
2752247;AMA/UBS INTEGRADA HUMBERTO CERRUTI;ERMELINO MATARAZZO;LESTE;100;ESF_EXCLUSIVA;1,36585295559;7,4275909506;20931;6338,88847410952;15324,4900297181;3,30199846321486
2027011;UBS CARRAOZINHO;SAO MATEUS;LESTE;100;ESF_EXCLUSIVA;,674975569502;5,82518578514;10217;2979,78363218943;15136,8441490973;3,42877244160608
9624988;UBS VILA EMA DR FUAD KASSAB;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;1,86763330806;7,70791341037;27133;8641,12143585851;14528,0124759524;3,13998596147541
2787679;AMA/UBS INTEGRADA JARDIM PAULISTANO;FREGUESIA / BRASILANDIA;NORTE;100;ESF_EXCLUSIVA;1,36149241806;6,51637629073;19464;5532,97298118391;14296,0766742531;3,5178194555064
2787350;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;ITAIM PAULISTA;LESTE;100;ESF_EXCLUSIVA;2,20264480819;7,53849166883;31478;8985,78479614052;14291,0013829541;3,5030885686824
2774828;AMA/UBS INTEGRADA JARDIM TR?S MARIAS MAURICIO ZAMIJOVSKY;ERMELINO MATARAZZO;LESTE;100;ESF_EXCLUSIVA;,966867538052;5,04713633193;13744;4140,17641612519;14214,9771908681;3,31966530374642
4050002;UBS PEDRO DE SOUZA CAMPOS;ERMELINO MATARAZZO;LESTE;100;ESF_EXCLUSIVA;1,6621209884;6,40669025729;23042;6894,90785173176;13863,0100701519;3,34188657709365
2786915;UBS CIDADE NOVA SAO MIGUEL;SAO MIGUEL;LESTE;100;ESF_EXCLUSIVA;1,89011288671;7,03888056354;25585;7851,11937881519;13536,2285395208;3,25877098099367
2787628;AMA/UBS INTEGRADA JARDIM MIRNA;CAPELA DO SOCORRO;SUL;100;ESF_EXCLUSIVA;1,24913842533;6,1156198741;16523;4671,92613665979;13227,5171950098;3,53665694120181
4050177;AMA/UBS INTEGRADA CASTRO ALVES;CIDADE TIRADENTES;LESTE;100;ESF_EXCLUSIVA;1,40510555226;6,87728370334;18465;5218,68029084851;13141,3614943735;3,53825085479566
3762831;UBS VILA CALU;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;,887401380238;5,97392577287;11466;3190,58329099488;12920,8723981529;3,59370025924781
2786737;UBS ALTO DA RIVIERA;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;1,1089805667;6,21681318133;13029;3807,14207036894;11748,6278761137;3,42225211436289
2026988;AMA/UBS INTEGRADA VILA CALIFORNIA - ZEILIVAL BRUSCAGIN;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;1,75634177226;6,93155833038;20575;6713,2824670231;11714,6903438531;3,06481964688187
3004341;UBS SANTO ESTEVAO (CARMOSINA);ITAQUERA;LESTE;100;ESF_EXCLUSIVA;1,16159717405;6,3486823408;13289;4113,7819650159;11440,28265295;3,2303608001132
6377742;UBS VILA CAIUBA;PERUS;NORTE;100;ESF_EXCLUSIVA;1,97617416165;8,25868250826;21183;6378,57326780149;10719,1969266076;3,32096208832938
2788136;UBS MOINHO VELHO;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;1,73493438989;6,28913781844;18384;6031,14250770733;10596,366126079;3,04817867866771
3651762;UBS MORRO DOCE;PERUS;NORTE;100;ESF_EXCLUSIVA;1,76807232106;7,29108314914;18513;5462,83046671636;10470,725535085;3,38890253190082
2787784;AMA/UBS INTEGRADA JARDIM SAO JORGE - DR. PAULO EDUARDO ELIAS;BUTANTA;OESTE;100;ESF_EXCLUSIVA;2,7461132368;7,76565718521;27923;8123,26638432662;10168,1895800256;3,4374103567348
2788039;UBS LARANJEIRAS;SANTO AMARO / CIDADE ADEMAR;SUL;100;ESF_EXCLUSIVA;1,42792248171;7,68304350349;14136;4143,24214791052;9899,69706413721;3,41182086283056
7884192;UBS CANTINHO DO CEU;CAPELA DO SOCORRO;SUL;100;ESF_EXCLUSIVA;1,99519165502;6,09607069433;18451;5219,02082679806;9247,73314562357;3,53533749190266
3738582;AMA/UBS INTEGRADA CITY JARAGUA;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;2,97295398262;11,2889504819;27372;7743,92905084699;9207,00426579682;3,53463982175898
3992101;UBS CHACARA DO CONDE;CAPELA DO SOCORRO;SUL;100;ESF_EXCLUSIVA;2,17571640302;7,55781712047;19775;5574,86360753234;9088,96029489475;3,54717198341525
2086816;UBS INTEGRAL JARDIM VERA CRUZ;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;2,36965994381;8,7895305225;20999;5957,46152460186;8861,60904852756;3,52482343583468
2029618;UBS BOM RETIRO - OCTAVIO AUGUSTO RODOVALHO;SANTA CECILIA;CENTRO;100;ESF_EXCLUSIVA;3,17630239314;8,55673063314;26386;8507,40398278056;8307,14356951246;3,1015336821205
3738604;AMA/UBS INTEGRADA PARQUE MARIA DOMITILA;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;5,55037442909;18,7855694083;41976;13665,8531205654;7562,73302572167;3,07159747947468
2787210;UBS JARDIM BOA VISTA;BUTANTA;OESTE;100;ESF_EXCLUSIVA;2,42765393574;9,04595105317;18248;5724,01564752021;7516,72210414852;3,18797171840463
9072349;UBS AUTODROMO DR FAUZER SIMAO ABRAO;CAPELA DO SOCORRO;SUL;100;ESF_EXCLUSIVA;2,13817342214;6,10674260211;15696;4578,00810845056;7340,84515197584;3,42856535597364
9343148;UBS PARQUE NAÇ?ES UNIDAS (SEM TERRA);PIRITUBA;NORTE;100;ESF_EXCLUSIVA;2,41192874285;8,59351250374;17629;5053,70751623627;7309,08823581956;3,48833009100003
2788217;AMA/UBS INTEGRADA PAULO VI;BUTANTA;OESTE;100;ESF_EXCLUSIVA;3,44503079009;10,8840003866;24939;7215,01920902586;7239,12252736309;3,45653965394877
2789280;UBS VARGEM GRANDE;PARELHEIROS;SUL;100;ESF_EXCLUSIVA;2,83869414341;7,44442315027;19675;5605,51665559678;6931,00383698445;3,50993516009905
4049861;UBS JARDIM SOUZA;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;4,1072306293;10,3177867258;26030;7959,67867740447;6337,60369196417;3,27023251251243
3651770;UBS JARDIM ROSINHA;PERUS;NORTE;100;ESF_EXCLUSIVA;2,66940940857;10,1182080723;14815;4385,84301452831;5549,91675403451;3,37791388130506
2787261;UBS JARDIM CIDADE PIRITUBA;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;4,00551677508;9,94802157249;19353;5945,19191704926;4831,58630626718;3,25523553655192
2789019;UBS VILA JAGUARA;LAPA / PINHEIROS;OESTE;100;ESF_EXCLUSIVA;3,13269711459;9,31324921983;13363;4363,64414091493;4265,65336871034;3,06234870866398
2787105;UBS HORIZONTE AZUL;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;2,61201615425;8,92695754924;9774;2658,43640921636;3741,93704127624;3,67659725322568
2766000;UBS MAR PAULISTA;SANTO AMARO / CIDADE ADEMAR;SUL;100;ESF_EXCLUSIVA;3,67994455701;10,991468338;13571;4204,05958187208;3687,82730004677;3,2280703295734
2788098;UBS MATA VIRGEM;SANTO AMARO / CIDADE ADEMAR;SUL;100;ESF_EXCLUSIVA;4,78940328897;15,4059785472;15877;4560,23040468518;3315,02674593404;3,48162232848761
2091739;UBS MORADA DO SOL;PERUS;NORTE;100;ESF_EXCLUSIVA;5,28177182412;12,4873032885;11096;3218,03731986285;2100,81017686687;3,44806442470745
6332501;UBS VILA MARCELO;PARELHEIROS;SUL;100;ESF_EXCLUSIVA;2,46929025375;8,16377806397;4734;1353,03425172131;1917,15007695458;3,49880277899651
3561186;UBS VERA POTY;PARELHEIROS;SUL;100;ESF_EXCLUSIVA;2,75012019907;10,5239062698;925;176,81962924664;336,348934971208;5,2313196444369
2819856;UBS UNIAO VILA NOVA;SAO MIGUEL;LESTE;100;ESF_EXCLUSIVA;1,08181881061;6,20706907717;23254;6556,63981329287;21495,2816238127;3,5466337426154
2787091;UBS JARDIM DOS EUCALIPTOS -  HELIO MOREIRA SALLES;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;1,18795579287;7,37413175696;22479;6787,84700429491;18922,4213012949;3,31165389935524
6974511;UBS VILA DIONISIA II;CASA VERDE / CACHOEIRINHA;NORTE;100;ESF_EXCLUSIVA;,988057409329;9,10694693812;18373;5728,52059266499;18595,0733495104;3,20728531962083
2786818;UBS BRASILANDIA;FREGUESIA / BRASILANDIA;NORTE;100;ESF_EXCLUSIVA;,692221089153;5,11981372392;12730;3852,99218576794;18390,0782560329;3,30392572479686
4050401;UBS REUNIDAS I;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;1,45903868374;6,69110060939;25412;7900,73787390802;17416,9473936501;3,21640844254844
2789027;UBS VILA MAGGI;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;,748436042991;4,00979924676;13000;3811,60666358942;17369,5536468923;3,41063523793869
2086808;UBS JARDIM SANTA MARIA;ITAQUERA;LESTE;100;ESF_EXCLUSIVA;1,31059817498;5,60507717423;22639;6679,78761183897;17273,7917938467;3,38917961401581
9186492;UBS JARDIM COLOMBO;BUTANTA;OESTE;100;ESF_EXCLUSIVA;1,53411482587;10,2637565183;23651;7482,04968619518;15416,7077986405;3,16103220266466
2787822;UBS JARDIM SAPOPEMBA;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;1,21752590662;5,64863979825;18456;5487,90029386001;15158,609685141;3,36303486064588
2787024;AMA/UBS INTEGRADA ELISIO TEIXEIRA LEITE;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;1,48117245191;6,62888771473;22229;6739,12604947101;15007,7055317463;3,29849892060483
9794751;UBS JARDIM LUCELIA;CAPELA DO SOCORRO;SUL;100;ESF_EXCLUSIVA;1,28281205143;5,80298603618;16805;4665,20470816473;13100,1263834923;3,60219991431223
2046962;UBS CIDADE PEDRO JOSE NUNES;SAO MIGUEL;LESTE;100;ESF_EXCLUSIVA;1,50584477236;8,18846270294;18576;5575,05351938983;12335,9328537477;3,33198595051928
2774798;UBS JARDIM COPA;ITAQUERA;LESTE;100;ESF_EXCLUSIVA;1,73489627588;6,26203205716;16357;5009,07007204557;9428,22935722953;3,26547637879624
2787059;UBS FERROVIARIOS;CIDADE TIRADENTES;LESTE;100;ESF_EXCLUSIVA;1,39607978721;6,53707251551;12447;3806,8607926026;8915,67954355585;3,26962310368341
2787326;UBS JARDIM D ABRIL;BUTANTA;OESTE;100;ESF_EXCLUSIVA;1,70151641103;6,89729864648;14562;4256,79127798121;8558,24833989406;3,4208865431866
2788209;UBS PAULO FELDMAN NITRO OPERARIA;SAO MIGUEL;LESTE;100;ESF_EXCLUSIVA;1,09332514196;5,40599513659;9015;2858,4438086922;8245,48860537392;3,15381396429288
2787865;UBS JARDIM SANTA TEREZINHA;ITAQUERA;LESTE;100;ESF_EXCLUSIVA;1,99565683396;6,79351641527;16252;4961,21874392431;8143,68468738736;3,27580798970068
3469042;UBS SANTO ELIAS;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;1,50648915495;6,45546696374;10850;3268,63130698713;7202,17597607605;3,31943219683624
2064855;UBS AGUA FUNDA;IPIRANGA;SUDESTE;100;ESF_EXCLUSIVA;6,77852772554;16,2462363009;27972;8764,37978292525;4126,5597977283;3,19155498652569
2091747;UBS ALPES DO JARAGUA;PIRITUBA;NORTE;100;ESF_EXCLUSIVA;2,74770725684;10,7781561358;9782;2637,14636315193;3560,05901853234;3,70931251169105
2787431;UBS JARDIM HELIAN;ITAQUERA;LESTE;100;ESF_EXCLUSIVA;1,76625079304;6,69874123393;6200;1764,26356553314;3510,26027811646;3,51421415775053
2787415;UBS JARDIM GUARANI;FREGUESIA / BRASILANDIA;NORTE;100;ESF_EXCLUSIVA;,723855647986;6,1058098536;19514;5623,65468735018;26958,4136758403;3,46998546050395
2787040;UBS FAZENDA DA JUTA I;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;,447494220878;3,58820499207;11358;3226,84161733763;25381,3333672001;3,51985047514391
2786931;UBS JARDIM DA CONQUISTA I;SAO MATEUS;LESTE;100;ESF_EXCLUSIVA;,774418132238;4,39931089191;16510;4518,97810587667;21319,2322244413;3,65348085633115
2027062;UBS VILA RAMOS - FREGUESIA DO O;FREGUESIA / BRASILANDIA;NORTE;100;ESF_EXCLUSIVA;,910894867674;5,87994773623;18238;5530,06464798052;20022,0691182192;3,2979722952534
2786982;UBS DOM JOAO NERY;ITAIM PAULISTA;LESTE;100;ESF_EXCLUSIVA;1,21897011779;6,52053254246;21977;6246,30737419358;18029,1540204812;3,51839874079801
2787385;UBS JARDIM FANGANIELLO;GUAIANASES;LESTE;100;ESF_EXCLUSIVA;1,07023255695;5,69998643969;17702;4964,12502570151;16540,3303095619;3,56598593072269
2787733;AMA/UBS INTEGRADA JARDIM ROMANO;SAO MIGUEL;LESTE;100;ESF_EXCLUSIVA;1,35932703055;5,29620974744;18609;5303,21274793874;13689,8623964467;3,50900499083937
2788152;UBS JARDIM NOVE DE JULHO;SAO MATEUS;LESTE;100;ESF_EXCLUSIVA;1,03357189514;5,30369849053;13580;4065,30793335199;13138,9021546107;3,34046035937131
3956954;UBS PARAISOPOLIS II;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;,399682272302;3,31626430923;20752;6518,4415886974;51921,2420417781;3,18358302634525
2787857;UBS JARDIM SINHA;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;,573191269559;3,69687708273;18714;5352,87887410798;32648,7875755646;3,49606266835593
2788624;UBS SANTA LUZIA;GUAIANASES;LESTE;100;ESF_EXCLUSIVA;,328928519409;2,73988903342;6841;1858,00353546164;20797,8317364865;3,68190903269745
2787172;UBS JARDIM APUANA;SANTANA / TUCURUVI / JAÇANA / TREMEMBE;NORTE;100;ESF_EXCLUSIVA;,387028761873;3,92571723907;11480;3071,92276983582;29661,8782140203;3,73707311678723
2787237;UBS JARDIM CAMPOS;ITAIM PAULISTA;LESTE;100;ESF_EXCLUSIVA;,942842949199;5,18861230573;19072;5381,18827076817;20228,1833005197;3,54419861196892
2043017;UBS MASCARENHAS DE MORAES;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;,775696926942;4,37389680004;14943;4224,80879965879;19263,9669966326;3,53696479736712
4050398;UBS PASTORAL;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;,29918608613;3,4453483347;7123;2149,27963628041;23807,9253354883;3,31413366588594
2057131;UBS CIDADE KEMEL;ITAIM PAULISTA;LESTE;100;ESF_EXCLUSIVA;,927009608338;5,05732447923;16966;4749,1124245586;18301,8599239955;3,5724570158132
2786974;UBS DOM ANGELICO;CIDADE TIRADENTES;LESTE;100;ESF_EXCLUSIVA;,535631404382;5,88777097634;9056;2446,30379399603;16907,1490691413;3,70191143971005
2788853;UBS VILA ESPANHOLA;CASA VERDE / CACHOEIRINHA;NORTE;100;ESF_EXCLUSIVA;1,23589835475;6,01646092075;15451;4250,18881502227;12501,8371782892;3,63536790304198
5743583;UBS CIDADE IPAVA;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;10,863428437;15,4493043758;21729;6269,77575072311;2000,19727897251;3,46567419057913
2788403;UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE;CAPELA DO SOCORRO;SUL;100;ESF_EXCLUSIVA;2,07169380987;7,539005541;31509;8923,57976722854;15209,2938878729;3,53098205226062
2815273;UBS ZUMBI DOS PALMARES;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;,786327128188;7,51620801984;17766;5470,89685053131;22593,6501020125;3,24736519173719
4050134;UBS JARDIM NOSSA SENHORA DO CARMO;ITAQUERA;LESTE;100;ESF_EXCLUSIVA;9,46271692723;17,8927501369;27086;8003,74210516823;2862,39144722348;3,38416701139206
2788616;UBS SANTA LUCIA;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;1,11673923536;6,27155150397;19966;6142,19669851568;17878,8381099224;3,25062855848055
4050126;UBS VILA RAMOS - DR. LUIS AUGUSTO DE CAMPOS;ITAQUERA;LESTE;100;ESF_EXCLUSIVA;1,32169415865;6,52187535351;26305;7237,22794497258;19902,4863867662;3,63467894061193
2788268;UBS PARQUE ARARIBA - CEO II;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;3,89003488546;13,6223772058;55591;17798,1708008269;14290,6173432494;3,12341086182954
6090591;UBS CHACARA SANTO AMARO;CAPELA DO SOCORRO;SUL;100;ESF_EXCLUSIVA;31,7096441925;32,4172218039;5097;1396,83386967144;160,739741166996;3,64896650250822
2789124;UBS VILA NOVA YORK;MOOCA / ARICANDUVA / FORMOSA / CARRAO;SUDESTE;100;ESF_EXCLUSIVA;1,85254458426;7,09041004616;20755;6409,70507610126;11203,509041749;3,23805849935054
6039111;UBS JARDIM HELGA;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;,53195796843;4,30237654877;10943;3269,60664680652;20571,1741329804;3,34688578232743
6332439;UBS JARDIM DAS FONTES;PARELHEIROS;SUL;100;ESF_EXCLUSIVA;13,863809534;19,8196337388;5614;1591,80650105026;404,939204208776;3,52681057420983
3661741;UBS NOVO CAMINHO;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;1,83219037601;8,34966605495;21014;6583,76458910527;11469,3321584641;3,19179091469548
2787245;AMA/UBS INTEGRADA JARDIM CAPELA;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;2,81575617703;9,4927177991;19466;5650,99016416134;6913,24062743683;3,44470604876534
2788594;AMA/UBS INTEGRADA MASSAGISTA MARIO AMERICO;CASA VERDE / CACHOEIRINHA;NORTE;100;ESF_EXCLUSIVA;,959930059833;6,47013741281;17190;5348,84812649943;17907,5546430857;3,21377604924634
2788063;UBS MANUEL JOAQUIM PERA;LAPA / PINHEIROS;OESTE;100;ESF_EXCLUSIVA;5,04798196768;12,5560030982;54094;22864,4318605063;10715,965379104;2,36585804230878
2787814;UBS JARDIM SAO NORBERTO;PARELHEIROS;SUL;100;ESF_EXCLUSIVA;7,11102814354;15,0792594538;8670;2425,80429821616;1219,2329751748;3,57407232165248
2787970;UBS JARAGUA;ITAIM PAULISTA;LESTE;100;ESF_EXCLUSIVA;,821097167809;5,58724545023;15042;4365,70691545868;18319,3909195154;3,44549010991491
2788365;AMA/UBS INTEGRADA PARQUE NOVO SANTO AMARO;M BOI MIRIM;SUL;100;ESF_EXCLUSIVA;1,25818092904;8,25386470895;14541;4387,96070642619;11557,1613464964;3,31384006668624
2788802;UBS VILA CURUÇA;ITAIM PAULISTA;LESTE;100;ESF_EXCLUSIVA;1,80935956825;6,69606518066;21245;6476,58073765145;11741,723631278;3,28028026833553
2043009;AMA/UBS INTEGRADA JARDIM ELBA HUMBERTO GASTAO BODRA;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;,821518175433;5,60871735159;12552;3846,32151455006;15279,0289677817;3,26337773701903
2788381;UBS PARQUE REGINA;CAMPO LIMPO;SUL;100;ESF_EXCLUSIVA;,75118690736;5,83388692346;18019;5469,94574430059;23987,3722817224;3,29418258284827
2788969;UBS VILA GUILHERMINA;PENHA;SUDESTE;100;ESF_EXCLUSIVA;1,47978424087;6,40538059674;17543;5646,90105152093;11855,1066537146;3,10665971298984
6332420;UBS BARRAGEM;PARELHEIROS;SUL;100;ESF_EXCLUSIVA;49,4701629518;54,5393097039;4561;1296,44223519842;92,1969875952075;3,51808964269198
2752239;AMA/UBS INTEGRADA JARDIM INDEPEND?NCIA - HERMENEGILDO MORBI*;VILA PRUDENTE / SAPOPEMBA;SUDESTE;100;ESF_EXCLUSIVA;2,88554404144;8,08922827044;24398;7919,88312115112;8455,25129736867;3,0806010173107
